1.849518730736004102e+01 1.880310358475178745e-01 1.045413887492446229e+07 1.970571089583117885e+00
1.779362431479057349e+01 1.988483422523168176e-01 8.094038733157039620e+06 2.120701663834623218e+00
1.720538886024557712e+01 2.100845700127049465e-01 6.313866528701868840e+06 2.280803570935027391e+00
1.670732172145505956e+01 2.217338629880535594e-01 4.955808093204790726e+06 2.448339996061504209e+00
1.628203669315076141e+01 2.337966702940505459e-01 3.917816247607512865e+06 2.624156956927864215e+00
1.591746005250811535e+01 2.462664854616800070e-01 3.112287232722375076e+06 2.810995211756086132e+00
1.560233169304400391e+01 2.591401080123505452e-01 2.485272199722243473e+06 3.008475653330458410e+00
1.532928043971008947e+01 2.724176468227098580e-01 1.993757569677032297e+06 3.213808973608705877e+00
1.509131933417760685e+01 2.860943927176269885e-01 1.607534290157554671e+06 3.431471882630753978e+00
1.488298703204694640e+01 3.001800812326351209e-01 1.300996651632847730e+06 3.661820715409904725e+00
1.470031602117325065e+01 3.146549578361277910e-01 1.056978799751126906e+06 3.904673358760183621e+00
1.453971791811022385e+01 3.295348822739833095e-01 8.622319329979630420e+05 4.158180346147023698e+00
1.439729906069478105e+01 3.447880819284361853e-01 7.055394135828337166e+05 4.426128024316355436e+00
1.427240738947858745e+01 3.604485088244070989e-01 5.795495719630318927e+05 4.709059855945163520e+00
1.416120203117914933e+01 3.765003829568063232e-01 4.772497088387323311e+05 5.007579130912672483e+00
1.406238038878365337e+01 3.929436928983968125e-01 3.942264393447838374e+05 5.322349404097850289e+00
1.397475851220464982e+01 4.097761358322639103e-01 3.265914347924560425e+05 5.652489683137052801e+00
1.389670720587653285e+01 4.269711646179183973e-01 2.713814137425551307e+05 6.000100803647423042e+00
1.382694281424604910e+01 4.445585348918812962e-01 2.259612529433649906e+05 6.366660962453128292e+00
1.376456566993856256e+01 4.625294096096638219e-01 1.887055578277857276e+05 6.753090352431431853e+00
1.370895749891553805e+01 4.808529171688832871e-01 1.578795997480352235e+05 7.160387016388048309e+00
1.365920209067937741e+01 4.995828729326696194e-01 1.325118614409416914e+05 7.589631110016915372e+00
1.361433738858578657e+01 5.186712675558088348e-01 1.113146090078008274e+05 8.041989819221230462e+00
1.357397970177140678e+01 5.380819944521911813e-01 9.374705797502821952e+04 8.518722919051219478e+00
1.353761900820715525e+01 5.578722032528479202e-01 7.915292466990432877e+04 9.021188978700447336e+00
1.350457890846257847e+01 5.779991860567208484e-01 6.691723216578291613e+04 9.550852231053166719e+00
1.347455403655574280e+01 5.984680829833174398e-01 5.670041291431296850e+04 1.010929013728093473e+01
1.344732007540294738e+01 6.192852322330165693e-01 4.811724003064462886e+04 1.069820168771463464e+01
1.342241363914500774e+01 6.404114742319241271e-01 4.091873736006338004e+04 1.131941649023867491e+01
1.339942970751107332e+01 6.618649208096551995e-01 3.484733988073204819e+04 1.197490470719712974e+01
1.337797694730219078e+01 6.836287377355104722e-01 2.971771634423523574e+04 1.266411237414069291e+01
1.335816098887108616e+01 7.056938984242668855e-01 2.538928988127350749e+04 1.339138078904987239e+01
1.333944297587884265e+01 7.280492511643124054e-01 2.172669187983897064e+04 1.415926098749328155e+01
1.332150427635514056e+01 7.506866015308709672e-01 1.861033883625618546e+04 1.497036413851009051e+01
1.330453836334885054e+01 7.735796611550306290e-01 1.596942559673062351e+04 1.582523638570520852e+01
1.328794909055180185e+01 7.967496550023610569e-01 1.372602025899649379e+04 1.672624397061902357e+01
1.327197389558740603e+01 8.201658827481896896e-01 1.180808309605656723e+04 1.767890796920866592e+01
1.325619173583965349e+01 8.438141973737430801e-01 1.017215342277664968e+04 1.868376927908565577e+01
1.324053008161581246e+01 8.677034164473165223e-01 8.774107205486379826e+03 1.974359773593337408e+01
1.322476464234175886e+01 8.917896340218157691e-01 7.579464896015859267e+03 2.086504837151967351e+01
