1.914200543952074085e+01 1.634038964607046063e-01 1.473783190926046297e+07 2.217084859053837231e+00
1.815367963899319292e+01 1.723048717369096428e-01 1.119049944808461890e+07 2.422814754016425987e+00
1.732780971765906841e+01 1.815981688507452840e-01 8.554486540775537491e+06 2.642580379470804708e+00
1.663009032161519585e+01 1.912766846141219224e-01 6.595219762709484436e+06 2.877774599473998940e+00
1.603601774004646785e+01 2.013330001686697845e-01 5.117075107818649150e+06 3.129434524941953288e+00
1.552484424817037834e+01 2.117674793794289412e-01 3.993110363092814106e+06 3.396322444137780394e+00
1.508212756906373286e+01 2.225680654659635549e-01 3.132874370408935472e+06 3.681612523942964899e+00
1.469620442976361652e+01 2.337444132617775561e-01 2.470194071405769326e+06 3.986673582446785158e+00
1.435784318133334736e+01 2.452822137063369323e-01 1.957495990576417884e+06 4.309933972922840972e+00
1.405942128929581791e+01 2.571931849262411029e-01 1.557445460531829624e+06 4.655365615170932614e+00
1.379490694638872128e+01 2.694732252851680943e-01 1.244464730030536884e+06 5.023087430653689900e+00
1.355940798899912814e+01 2.821011035280895363e-01 9.981804251154103549e+05 5.414104875073128653e+00
1.334862062375887426e+01 2.951134595424258489e-01 8.034484113194283564e+05 5.831080624649720434e+00
1.315956030790187725e+01 3.085030228234098559e-01 6.487155348926541628e+05 6.273651089415014148e+00
1.298926572965538284e+01 3.222492364615925364e-01 5.255875576791169588e+05 6.745411738344631480e+00
1.283559499939456749e+01 3.363663121981316784e-01 4.271130972084133537e+05 7.246352352314265666e+00
1.269601812256113504e+01 3.508470514940578711e-01 3.481867466539571178e+05 7.779240334518131128e+00
1.256911945564177735e+01 3.657246114963942918e-01 2.844686715198068414e+05 8.346316921085055185e+00
1.245323930617674080e+01 3.809429032704363394e-01 2.330346823068899103e+05 8.947553360427187741e+00
1.234735540280090049e+01 3.965660806222232049e-01 1.913614809041854460e+05 9.587537266418708626e+00
1.224985006153041667e+01 4.125385350323342304e-01 1.575443277513265493e+05 1.026731921631046340e+01
1.216065109288093282e+01 4.289367158527441215e-01 1.299435788780602161e+05 1.098808293591392626e+01
1.207812976117681281e+01 4.456808866435101879e-01 1.074035914965042466e+05 1.175412891892102074e+01
1.200202883951760668e+01 4.628708184583370522e-01 8.889017373673085240e+04 1.256786854171940604e+01
1.193108975369274560e+01 4.804400226228364712e-01 7.372849158301095304e+04 1.341969734710902529e+01
1.186544485831094065e+01 4.986183643895288897e-01 6.115154298001955613e+04 1.433601310010445751e+01
1.180444962030994027e+01 5.174171226879182850e-01 5.072897962859929976e+04 1.528215911907620850e+01
1.174825803178281802e+01 5.370084635254760430e-01 4.204987884237822436e+04 1.630618563890103445e+01
1.169683163347195176e+01 5.574087621072427723e-01 3.484246859770880837e+04 1.735396154244451594e+01
1.165021535189440627e+01 5.787076630255651999e-01 2.883510766661930757e+04 1.847517801889970457e+01
1.160850983134974612e+01 6.008698416517791463e-01 2.385707605111864541e+04 1.965427125077449588e+01
1.157162935622386435e+01 6.239379454001622305e-01 1.974265046103819259e+04 2.086662055212636346e+01
1.153951330869906400e+01 6.479251287248369851e-01 1.634181461167297675e+04 2.219646366383672742e+01
1.151208090155547836e+01 6.727965072444457295e-01 1.352717900627377276e+04 2.351382941926994619e+01
1.148899928910819135e+01 6.985786723090097183e-01 1.120269044407057663e+04 2.493868386412428251e+01
1.147014590097704456e+01 7.252029082788372660e-01 9.289449063360640139e+03 2.645146233868076280e+01
1.145533337949341401e+01 7.527477090317983288e-01 7.711883601782824371e+03 2.797539516990236308e+01
1.144425288903452476e+01 7.811099153014128271e-01 6.405498203556300723e+03 2.964050338375159299e+01
1.143676334909119063e+01 8.103022725660218306e-01 5.329756995548926170e+03 3.134405678274139717e+01
1.143234314379156125e+01 8.402890535997565857e-01 4.439365325441933237e+03 3.312212151203435440e+01
1.143098245034786231e+01 8.710683696895139549e-01 3.704481429402079812e+03 3.506325160193699730e+01
1.143229361072469352e+01 9.025823251617087761e-01 3.095524340607664726e+03 3.698374141579925833e+01
1.143601112344920701e+01 9.348065075294546000e-01 2.591678345647254901e+03 3.905765376658249011e+01
1.144214575706774184e+01 9.677394782389007188e-01 2.173744739509888404e+03 4.126252139322625112e+01
1.145003458190096701e+01 1.001321887639417652e+00 1.826226841656839042e+03 4.348719525931792163e+01
1.145971842447690037e+01 1.035528468119128354e+00 1.536210461680943581e+03 4.590932366513280272e+01
1.147108911115891239e+01 1.070338904974486471e+00 1.294956278515827989e+03 4.839264285446088820e+01
1.148353679325190058e+01 1.105650070940629170e+00 1.093766823662766228e+03 5.099745770116884813e+01
1.149713524374288909e+01 1.141498040722835450e+00 9.253839199506869591e+02 5.381692771885973769e+01
1.151167584846688996e+01 1.177818401699386230e+00 7.841863968541380245e+02 5.663112604393784721e+01
1.152689503825661888e+01 1.214549270537573333e+00 6.659000817364078557e+02 5.969030731701242587e+01
1.154276711031467961e+01 1.251694982341691187e+00 5.664256022411027516e+02 6.286089156904506581e+01
1.155893419698406355e+01 1.289148092282191183e+00 4.827128219307870722e+02 6.617673254003079819e+01
1.157514510924265849e+01 1.326862048520907722e+00 4.121274889213173651e+02 6.974329581526949084e+01
1.159151938274608007e+01 1.364840406552581431e+00 3.524694183150643880e+02 7.335346548306732473e+01
1.160807260455832512e+01 1.403097635933064913e+00 3.019930530720753836e+02 7.727590656387879164e+01
1.162411311081382337e+01 1.441406225485414527e+00 2.592308432032822907e+02 8.129044899338117602e+01
1.163997535742831957e+01 1.479875003638555730e+00 2.228450966566867635e+02 8.557708304546218869e+01
1.165533770517890666e+01 1.518357736082393217e+00 1.919441938207217788e+02 9.006848742935342500e+01
1.167012911503835859e+01 1.556852694327359066e+00 1.656309458617689643e+02 9.478014562665971710e+01
1.168416862552758317e+01 1.595232028685301007e+00 1.431949200220487626e+02 9.977545341322586125e+01
1.169731935118362109e+01 1.633483228615733696e+00 1.240041815350917318e+02 1.049906533910747868e+02
1.170947426169722405e+01 1.671473469113565535e+00 1.076098949954903077e+02 1.105242350029001415e+02
1.172053299569321894e+01 1.709141000327822013e+00 9.355817761004917088e+01 1.163363094318725643e+02
1.173009567692300159e+01 1.746435245266407588e+00 8.149240256515253122e+01 1.224644111646825593e+02
1.173841734934091896e+01 1.783275399492043389e+00 7.112810542313880546e+01 1.289807685186834476e+02
1.174553619163676288e+01 1.819688673897503550e+00 6.220386368554987655e+01 1.357787348642953020e+02
1.175053392237687611e+01 1.855431778284929445e+00 5.449942318351566684e+01 1.430393760757484074e+02
1.175416788288845993e+01 1.890555976913051772e+00 4.785549812634370426e+01 1.506886181886052043e+02
1.175565833677881322e+01 1.924918233132067114e+00 4.209646117755777084e+01 1.587616327903381546e+02
1.175551461869539516e+01 1.958579667020150517e+00 3.710902757063804813e+01 1.673543888309835665e+02
1.175332926720915871e+01 1.991397825749995354e+00 3.277553974519559432e+01 1.764802680463586739e+02
1.174898913896143604e+01 2.023331705026430338e+00 2.899966700721697777e+01 1.860885233398058745e+02
1.174230572426977659e+01 2.054228816029408211e+00 2.571296098130532570e+01 1.963141847871231391e+02
1.173375651942791009e+01 2.084220127358334285e+00 2.284264721548584021e+01 2.071921368358882489e+02
1.172280301527970181e+01 2.113115379461939725e+00 2.033623948188591157e+01 2.187640507899452587e+02
1.170920825192937009e+01 2.140913792619052014e+00 1.813343723360396709e+01 2.310782737607146373e+02
1.169358353641262305e+01 2.167586851821718064e+00 1.620497749544937349e+01 2.441899448571737707e+02
1.167515000661596325e+01 2.193022985833016136e+00 1.450843126185318965e+01 2.581612954096068506e+02
1.165428821292191053e+01 2.217208916754529913e+00 1.301599431015413089e+01 2.730621088536552747e+02
1.163112171278705276e+01 2.240153482165370580e+00 1.170114958145642881e+01 2.889703285465025147e+02
1.160524688180011843e+01 2.261765939254764657e+00 1.054085856298032731e+01 3.059728107829956230e+02
1.157695209926829349e+01 2.282119280821054641e+00 9.511717849508384504e+00 3.241662271411892107e+02
1.154571305967884243e+01 2.301063802042793149e+00 8.597898781214672326e+00 3.436581259551862217e+02
1.151206492442033280e+01 2.318596086842513948e+00 7.789529990919439761e+00 3.645681678012691123e+02
1.147578047898297449e+01 2.334679032822610356e+00 7.072022349604426772e+00 3.869490798854011473e+02
1.143705471998474366e+01 2.349387713034543523e+00 6.434031133570133676e+00 4.110124843473883516e+02
1.139531668520558405e+01 2.362607940543125284e+00 5.863354409281869906e+00 4.369006782512813061e+02
1.135142733081738164e+01 2.374423268513119467e+00 5.354326413715071453e+00 4.647259472034344299e+02
1.130477484154760504e+01 2.384704938768602123e+00 4.900241944698862540e+00 4.947387945109556995e+02
1.125573711853801129e+01 2.393531719013182624e+00 4.494720242336382121e+00 5.270915814377794959e+02
1.120398977755292869e+01 2.400839744339842596e+00 4.130304520342942709e+00 5.620331001256184891e+02
1.114980134607416140e+01 2.406619434578523453e+00 3.805540094725800682e+00 5.998363123815167910e+02
1.109321183959701962e+01 2.410891769200364187e+00 3.513056162579505148e+00 6.407782680886211892e+02
1.103428547069708010e+01 2.413642014882128706e+00 3.251248048179386618e+00 6.851774807006803485e+02
1.097282848070454442e+01 2.414850120908322850e+00 3.015837610589614748e+00 7.333979740911971703e+02
